"rank","finalWorth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","status","gender","birthDate","lastName","firstName","title","date","state","residenceStateRegion","birthYear","birthMonth","birthDay","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country"
1164,2600,"Diversified","Eric Douglas",54,"Sweden","Stockholm","Investments","Diversified","Sweden",NA,FALSE,"D","M","5/1/1968 0:00","Douglas","Eric",NA,"4/4/2023 5:01",NA,NA,1968,5,1,110.51,1.8,"$530,832,908,738",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2259,1200,"Healthcare","Ke Yunfeng & family",56,"China","Guangzhou","Retailing","Healthcare","China",NA,TRUE,"U","M","1/1/1967 0:00","Ke","Yunfeng",NA,"4/4/2023 5:01",NA,NA,1967,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Manufacturing","John Farber",97,"United States","New York","Chemicals","Manufacturing","United States",NA,TRUE,"D","M","8/23/1925 0:00","Farber","John","Dr.","4/4/2023 5:01","New York","Northeast",1925,8,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,"Media & Entertainment","Todd Wagner",62,"United States","Dallas","Online media","Media & Entertainment","United States",NA,TRUE,"D","M","8/2/1960 0:00","Wagner","Todd",NA,"4/4/2023 5:01","Texas","South",1960,8,2,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,"Manufacturing","Pan Longquan",58,"China","Nanjing","Manufacturing","Manufacturing","China",NA,TRUE,"N","M","1/1/1965 0:00","Pan","Longquan",NA,"4/4/2023 5:01",NA,NA,1965,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,"Diversified","Ihor Kolomoyskyy",60,"Ukraine","Kiev","Banking, investments","Diversified","Israel",NA,TRUE,"E","M","2/13/1963 0:00","Kolomoyskyy","Ihor",NA,"4/4/2023 5:01",NA,NA,1963,2,13,281.66,7.9,"$153,781,069,118",82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558
878,3300,"Food & Beverage","Bennett Dorrance",77,"United States","Paradise Valley","Campbell Soup","Food & Beverage","United States",NA,FALSE,"U","M","2/9/1946 0:00","Dorrance","Bennett",NA,"4/4/2023 5:01","Arizona","West",1946,2,9,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
748,3800,"Media & Entertainment","Barry Diller",81,"United States","New York","Online media","Media & Entertainment","United States",NA,TRUE,"D","M","2/2/1942 0:00","Diller","Barry",NA,"4/4/2023 5:01","New York","Northeast",1942,2,2,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,"Media & Entertainment","Ted Turner",84,"United States","Atlanta","Cable television","Media & Entertainment","United States",NA,FALSE,"U","M","11/19/1938 0:00","Turner","Ted",NA,"4/4/2023 5:01","Georgia","South",1938,11,19,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
171,10200,"Fashion & Retail","Christy Walton",74,"United States","Jackson","Walmart","Fashion & Retail","United States",NA,FALSE,"U","F","2/8/1949 0:00","Walton","Christy",NA,"4/4/2023 5:01","Wyoming","South",1949,2,8,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Manufacturing","Yogesh Kothari",74,"India","Mumbai","Specialty chemicals","Manufacturing","India",NA,TRUE,"D","M","1/1/1949 0:00","Kothari","Yogesh",NA,"4/4/2023 5:01",NA,NA,1949,1,1,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,"Manufacturing","He Zhenggang",69,"China","Leshan","Chemicals","Manufacturing","China",NA,TRUE,"D","M","3/25/1954 0:00","He","Zhenggang",NA,"4/4/2023 5:01",NA,NA,1954,3,25,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
982,3000,"Diversified","Abdulla bin Ahmad Al Ghurair & family",NA,"United Arab Emirates","Dubai","Diversified","Diversified","United Arab Emirates",NA,FALSE,"U","M",NA,"Al Ghurair","Abdulla bin Ahmad","Athlete","4/4/2023 5:01",NA,NA,NA,NA,NA,114.52,-1.9,"$421,142,267,938",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
317,7200,"Food & Beverage","Zong Qinghou",77,"China","Hangzhou","Beverages","Food & Beverage","China","Hangzhou Wahaha Group",TRUE,"D","M","10/1/1945 0:00","Zong","Qinghou","Chairman","4/4/2023 5:01",NA,NA,1945,10,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
624,4400,"Healthcare","Stéphane Bancel",50,"United States","Boston","Biotech, vaccines","Healthcare","France",NA,TRUE,"D","M","7/20/1972 0:00","Bancel","Stéphane",NA,"4/4/2023 5:01","Massachusetts","Northeast",1972,7,20,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1434,2100,"Gambling & Casinos","Elaine Wynn",80,"United States","Las Vegas","Casinos, hotels","Gambling & Casinos","United States","Wynn Las Vegas, LLC",TRUE,"U","F","4/28/1942 0:00","Wynn","Elaine","Board Member","4/4/2023 5:01","Nevada","West",1942,4,28,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Finance & Investments","Chatchai Kaewbootta",71,"Thailand","Bangkok","Auto loans","Finance & Investments","Thailand",NA,TRUE,"D","M","7/5/1951 0:00","Kaewbootta","Chatchai",NA,"4/4/2023 5:01",NA,NA,1951,7,5,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1516,2000,"Metals & Mining","Bianca Rinehart",46,"Australia","Brisbane","Mining","Metals & Mining","Australia",NA,FALSE,"D","F","3/19/1977 0:00","Rinehart","Bianca",NA,"4/4/2023 5:01",NA,NA,1977,3,19,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1725,1700,"Manufacturing","Mrudula Parekh",75,"India","Mumbai","Adhesives","Manufacturing","India",NA,FALSE,"D","F","1/1/1948 0:00","Parekh","Mrudula",NA,"4/4/2023 5:01",NA,NA,1948,1,1,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,"Real Estate","Jeff Sutton",63,"United States","New York","Real estate","Real Estate","United States",NA,TRUE,"D","M","1/17/1960 0:00","Sutton","Jeff",NA,"4/4/2023 5:01","New York","Northeast",1960,1,17,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Manufacturing","Wenbo Xiang",60,"China","Changsha","Manufacturing","Manufacturing","China",NA,TRUE,"D","M","6/21/1962 0:00","Xiang","Wenbo",NA,"4/4/2023 5:01",NA,NA,1962,6,21,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1434,2100,"Diversified","Sanjiv Goenka",62,"India","Kolkata","Diversified","Diversified","India",NA,FALSE,"D","M","1/29/1961 0:00","Goenka","Sanjiv",NA,"4/4/2023 5:01",NA,NA,1961,1,29,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,"Service","Michael Minhong Yu",61,"China","Beijing","Education","Service","China",NA,TRUE,"R","M","1/1/1962 0:00","Yu","Michael Minhong",NA,"4/4/2023 5:01",NA,NA,1962,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,"Technology","Li Weiwei",46,"China","Shanghai","Online games","Technology","China",NA,TRUE,"D","M","1/1/1977 0:00","Li","Weiwei",NA,"4/4/2023 5:01",NA,NA,1977,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,"Manufacturing","Li Xiaohua & family",61,"China","Yuxi","Packaging","Manufacturing","China",NA,TRUE,"D","M","1/1/1962 0:00","Li","Xiaohua",NA,"4/4/2023 5:01",NA,NA,1962,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1434,2100,"Fashion & Retail","Richard Saghian",41,"United States","Los Angeles","Fast fashion","Fashion & Retail","United States",NA,TRUE,"U","M","8/6/1981 0:00","Saghian","Richard",NA,"4/4/2023 5:01","California","West",1981,8,6,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1434,2100,"Construction & Engineering","Martin Bouygues",NA,"France","Paris","Construction, media","Construction & Engineering","France",NA,FALSE,"Split Family Fortune","M",NA,"Bouygues","Martin",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,110.05,1.1,"$2,715,518,274,227",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
276,7800,"Technology","Qi Shi & family",53,"China","Shanghai","Financial information","Technology","China",NA,TRUE,"D","M","1/3/1970 0:00","Qi","Shi",NA,"4/4/2023 5:01",NA,NA,1970,1,3,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,"Fashion & Retail","Leonardo Maria Del Vecchio",27,"Italy","Milan","Eyeglasses","Fashion & Retail","Italy",NA,FALSE,"N","M","5/6/1995 0:00","Del Vecchio","Leonardo Maria",NA,"4/4/2023 5:01",NA,NA,1995,5,6,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2259,1200,"Energy","Liu Ming Hui",60,"Hong Kong","Hong Kong","Natural gas distribution","Energy","China",NA,TRUE,"D","M","1/1/1963 0:00","Liu","Ming Hui",NA,"4/4/2023 5:01",NA,NA,1963,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,4300,"Real Estate","Richard Livingstone",58,NA,NA,"Real estate","Real Estate","United Kingdom",NA,TRUE,"Split Family Fortune","M","11/29/1964 0:00","Livingstone","Richard",NA,"4/4/2023 5:01",NA,NA,1964,11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,1000,"Finance & Investments","Pollyanna Chu",64,"Hong Kong","Hong Kong","Financial services, property","Finance & Investments","Hong Kong",NA,TRUE,"E","F","8/3/1958 0:00","Chu","Pollyanna",NA,"4/4/2023 5:01",NA,NA,1958,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2259,1200,"Fashion & Retail","Richard Hayne",75,"United States","Philadelphia","Urban Outfitters","Fashion & Retail","United States","Urban Outfitters Inc.",TRUE,"E","M","9/1/1947 0:00","Hayne","Richard","Chairman, President & Chief Executive Officer","4/4/2023 5:01","Pennsylvania","Northeast",1947,9,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2133,1300,"Food & Beverage","Wenjun Dai",54,"China","Changsha","Food","Food & Beverage","China",NA,TRUE,"D","M","8/12/1968 0:00","Dai","Wenjun",NA,"4/4/2023 5:01",NA,NA,1968,8,12,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,"Media & Entertainment","David Baszucki",60,"United States","San Francisco","Online games","Media & Entertainment","United States",NA,TRUE,"U","M","1/20/1963 0:00","Baszucki","David",NA,"4/4/2023 5:01","California","West",1963,1,20,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
148,11500,"Healthcare","Thomas Struengmann & family",73,"Germany","Tegernsee","Pharmaceuticals","Healthcare","Germany",NA,TRUE,"D","M","2/16/1950 0:00","Struengmann","Thomas",NA,"4/4/2023 5:01",NA,NA,1950,2,16,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
112,15600,"Healthcare","Dilip Shanghvi",67,"India","Mumbai","Pharmaceuticals","Healthcare","India",NA,TRUE,"E","M","10/1/1955 0:00","Shanghvi","Dilip",NA,"4/4/2023 5:01",NA,NA,1955,10,1,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2259,1200,"Telecom","Mohammed Ibrahim",76,"United Kingdom","London","Communications","Telecom","United Kingdom","Mo Ibrahim Foundation",TRUE,"E","M","5/3/1946 0:00","Ibrahim","Mohammed","Founder","4/4/2023 5:01",NA,NA,1946,5,3,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
344,6900,"Healthcare","Ronda Stryker",68,"United States","Portage","Medical equipment","Healthcare","United States",NA,FALSE,"U","F","5/1/1954 0:00","Stryker","Ronda",NA,"4/4/2023 5:01","Michigan","Midwest",1954,5,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,"Technology","Serge Godin",73,"Canada","Westmount","Information technology","Technology","Canada","CGI Group",TRUE,"U","M","11/17/1949 0:00","Godin","Serge","Chairman and CEO","4/4/2023 5:01",NA,NA,1949,11,17,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1368,2200,"Manufacturing","Heloise Pratt",60,"Australia","Melbourne","Manufacturing, investment","Manufacturing","Australia",NA,FALSE,"D","F","9/13/1962 0:00","Pratt","Heloise",NA,"4/4/2023 5:01",NA,NA,1962,9,13,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1104,2700,"Real Estate","Richard Peery",84,"United States","Palo Alto","Real estate","Real Estate","United States",NA,TRUE,"D","M","10/1/1938 0:00","Peery","Richard",NA,"4/4/2023 5:01","California","West",1938,10,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,"Finance & Investments","James Dinan",63,"United States","North Salem","Hedge funds","Finance & Investments","United States","York Capital Management",TRUE,"E","M","5/22/1959 0:00","Dinan","James","Founder","4/4/2023 5:01","New York","Northeast",1959,5,22,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1368,2200,"Fashion & Retail","Karl Scheufele, III. & family",84,"Switzerland","Geneva","Jewelry","Fashion & Retail","Switzerland",NA,TRUE,"U","M","1/1/1939 0:00","Scheufele","Karl",NA,"4/4/2023 5:01",NA,NA,1939,1,1,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
215,9000,"Metals & Mining","Ivan Glasenberg",66,"Switzerland","Ruschlikon","Mining","Metals & Mining","Switzerland",NA,TRUE,"D","M","1/7/1957 0:00","Glasenberg","Ivan",NA,"4/4/2023 5:01",NA,NA,1957,1,7,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2405,1100,"Food & Beverage","Wu Xiangdong",54,"China","Beijing","Consumer","Food & Beverage","China",NA,TRUE,"D","M","1/1/1969 0:00","Wu","Xiangdong",NA,"4/4/2023 5:01",NA,NA,1969,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
591,4600,"Finance & Investments","Andre Koo, Sr.",55,"Taiwan","Taipei","Financial services","Finance & Investments","Taiwan",NA,FALSE,"D","M","5/25/1967 0:00","Koo","Andre",NA,"4/4/2023 5:01",NA,NA,1967,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2259,1200,"Manufacturing","Zhang Yin",66,"China","Dongguan","Paper manufacturing","Manufacturing","China",NA,TRUE,"D","F","2/1/1957 0:00","Zhang","Yin",NA,"4/4/2023 5:01",NA,NA,1957,2,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,"Diversified","Phil Ruffin",88,"United States","Las Vegas","Casinos, real estate","Diversified","United States",NA,TRUE,"U","M","3/17/1935 0:00","Ruffin","Phil",NA,"4/4/2023 5:01","Nevada","West",1935,3,17,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,"Finance & Investments","Timur Kulibaev",56,"Kazakhstan","Almaty","Banking","Finance & Investments","Kazakhstan",NA,TRUE,"U","M","9/10/1966 0:00","Kulibaev","Timur",NA,"4/4/2023 5:01",NA,NA,1966,9,10,182.75,5.2,"$180,161,741,180",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
1647,1800,"Energy","Alejandro Bulgheroni",78,"Uruguay","Manantiales","Oil & gas","Energy","Argentina",NA,FALSE,"D","M","11/1/1944 0:00","Bulgheroni","Alejandro",NA,"4/4/2023 5:01",NA,NA,1944,11,1,202.92,7.9,"$56,045,912,952",63.1,108.5,77.8,20.1,41.8,3461734,-32.522779,-55.765835
1434,2100,"Finance & Investments","Marc Lasry",62,"United States","New York","Hedge funds","Finance & Investments","United States","Avenue Capital Group",TRUE,"U","M","9/23/1960 0:00","Lasry","Marc","Founder","4/4/2023 5:01","New York","Northeast",1960,9,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
418,6100,"Energy","Michael Kadoorie",81,"Hong Kong","Hong Kong","Hotels, energy","Energy","Hong Kong",NA,FALSE,"D","M","7/19/1941 0:00","Kadoorie","Michael",NA,"4/4/2023 5:01",NA,NA,1941,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,1400,"Healthcare","M.Satyanarayana Reddy",65,"India","Hyderabad","Pharmaceuticals","Healthcare","India",NA,TRUE,"D","M","4/18/1957 0:00","Reddy","M.Satyanarayana",NA,"4/4/2023 5:01",NA,NA,1957,4,18,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,"Technology","Soichiro Minami",46,"Japan","Tokyo","Internet and software","Technology","Japan",NA,TRUE,"E","M","6/15/1976 0:00","Minami","Soichiro",NA,"4/4/2023 5:01",NA,NA,1976,6,15,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1434,2100,"Diversified","Georgi Domuschiev",50,"United Kingdom","London","Animal health, investments","Diversified","Bulgaria",NA,TRUE,"U","M","8/6/1972 0:00","Domuschiev","Georgi",NA,"4/4/2023 5:01",NA,NA,1972,8,6,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
721,3900,"Food & Beverage","Austen Cargill, II.",72,"United States","Livingston","Cargill","Food & Beverage","United States",NA,FALSE,"D","M","3/9/1951 0:00","Cargill","Austen",NA,"4/4/2023 5:01","Montana","West",1951,3,9,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
766,3700,"Fashion & Retail","Horst Paulmann & family",88,"Chile","Santiago","Retail","Fashion & Retail","Chile",NA,TRUE,"U","M","1/1/1935 0:00","Paulmann","Horst",NA,"4/4/2023 5:01",NA,NA,1935,1,1,131.91,2.6,"$282,318,159,745",88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
1217,2500,"Automotive","Baba Kalyani",74,"India","Pune","Engineering","Automotive","India",NA,FALSE,"E","M","1/7/1949 0:00","Kalyani","Baba",NA,"4/4/2023 5:01",NA,NA,1949,1,7,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1804,1600,"Sports","Jim Crane",69,"United States","Houston","Logistics, baseball","Sports","United States",NA,TRUE,"U","M","1/17/1954 0:00","Crane","Jim",NA,"4/4/2023 5:01","Texas","South",1954,1,17,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,"Fashion & Retail","Claudio Del Vecchio",66,"United States","Muttontown","Eyeglasses","Fashion & Retail","Italy",NA,FALSE,"N","M","2/26/1957 0:00","Del Vecchio","Claudio",NA,"4/4/2023 5:01","New York","Northeast",1957,2,26,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
982,3000,"Healthcare","Egor Kulkov",51,"Switzerland","Grimisuat","Pharmaceuticals","Healthcare","Russia",NA,TRUE,"U","M","12/7/1971 0:00","Kulkov","Egor",NA,"4/4/2023 5:01",NA,NA,1971,12,7,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2259,1200,"Manufacturing","Luc Tack",61,"Belgium","Deinze","Textile, chemicals","Manufacturing","Belgium",NA,TRUE,"E","M","9/1/1961 0:00","Tack","Luc",NA,"4/4/2023 5:01",NA,NA,1961,9,1,117.11,1.4,"$529,606,710,418",79.7,103.9,81.6,24,55.4,11484055,50.503887,4.469936
1434,2100,"Food & Beverage","Shu Ping",53,"Singapore","Singapore","Restaurants","Food & Beverage","Singapore",NA,TRUE,"U","F",NA,"Shu","Ping",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
949,3100,"Diversified","Theodore Rachmat",79,"Indonesia","Jakarta","Diversified","Diversified","Indonesia",NA,FALSE,"D","M","12/15/1943 0:00","Rachmat","Theodore",NA,"4/4/2023 5:01",NA,NA,1943,12,15,151.18,3,"$1,119,190,780,753",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2405,1100,"Manufacturing","Wu Li-gann",82,"Taiwan","Kaohsiung","Electronic components","Manufacturing","Taiwan",NA,TRUE,"D","M","1/1/1941 0:00","Wu","Li-gann",NA,"4/4/2023 5:01",NA,NA,1941,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,5700,"Energy","Arthur Irving",93,"Canada","Saint John","Oil","Energy","Canada",NA,FALSE,"U","M","1/1/1930 0:00","Irving","Arthur",NA,"4/4/2023 5:01",NA,NA,1930,1,1,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
2020,1400,"Real Estate","Yoshiko Mori",82,"Japan","Tokyo","Real estate","Real Estate","Japan",NA,FALSE,"U","F","9/24/1940 0:00","Mori","Yoshiko",NA,"4/4/2023 5:01",NA,NA,1940,9,24,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1217,2500,"Construction & Engineering","Wolfgang Leitner",70,"Austria","Graz","Engineering","Construction & Engineering","Austria",NA,TRUE,"U","M","3/27/1953 0:00","Leitner","Wolfgang",NA,"4/4/2023 5:01",NA,NA,1953,3,27,118.06,1.5,"$446,314,739,528",85.1,103.1,81.6,25.4,51.4,8877067,47.516231,14.550072
659,4200,"Diversified","Tahir & family",71,"Indonesia","Jakarta","Diversified","Diversified","Indonesia",NA,TRUE,"U","M","3/26/1952 0:00","Tahir",NA,NA,"4/4/2023 5:01",NA,NA,1952,3,26,151.18,3,"$1,119,190,780,753",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
1647,1800,"Finance & Investments","Ronald Perelman",80,"United States","New York","Leveraged buyouts","Finance & Investments","United States",NA,TRUE,"D","M","1/1/1943 0:00","Perelman","Ronald",NA,"4/4/2023 5:01","New York","Northeast",1943,1,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
242,8400,"Media & Entertainment","Jim Kennedy",75,"United States","Atlanta","Media, automotive","Media & Entertainment","United States","Cox Enterprises",FALSE,"U","M","11/29/1947 0:00","Kennedy","Jim","Chairman Emeritus","4/4/2023 5:01","Georgia","South",1947,11,29,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,"Telecom","John Caudwell",70,"United Kingdom","Stoke-on-Trent","Mobile phones","Telecom","United Kingdom",NA,TRUE,"D","M","10/1/1952 0:00","Caudwell","John",NA,"4/4/2023 5:01",NA,NA,1952,10,1,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
305,7400,"Food & Beverage","Harry Stine",81,"United States","Adel","Agriculture","Food & Beverage","United States",NA,TRUE,"U","M","11/30/1941 0:00","Stine","Harry",NA,"4/4/2023 5:01","Iowa","Midwest",1941,11,30,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
